"","hospital_pk","collection_week","state","ccn","hospital_name","address","city","zip","hospital_subtype","fips_code","is_metro_micro","total_beds_7_day_avg","all_adult_hospital_beds_7_day_avg","all_adult_hospital_inpatient_beds_7_day_avg","inpatient_beds_used_7_day_avg","all_adult_hospital_inpatient_bed_occupied_7_day_avg","inpatient_beds_used_covid_7_day_avg","total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg","total_adult_patients_hospitalized_confirmed_covid_7_day_avg","total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg","total_pediatric_patients_hospitalized_confirmed_covid_7_day_avg","inpatient_beds_7_day_avg","total_icu_beds_7_day_avg","total_staffed_adult_icu_beds_7_day_avg","icu_beds_used_7_day_avg","staffed_adult_icu_bed_occupancy_7_day_avg","staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_avg","staffed_icu_adult_patients_confirmed_covid_7_day_avg","total_patients_hospitalized_confirmed_influenza_7_day_avg","icu_patients_confirmed_influenza_7_day_avg","total_patients_hospitalized_confirmed_influenza_and_covid_7_day_avg","total_beds_7_day_sum","all_adult_hospital_beds_7_day_sum","all_adult_hospital_inpatient_beds_7_day_sum","inpatient_beds_used_7_day_sum","all_adult_hospital_inpatient_bed_occupied_7_day_sum","inpatient_beds_used_covid_7_day_sum","total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum","total_adult_patients_hospitalized_confirmed_covid_7_day_sum","total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum","total_pediatric_patients_hospitalized_confirmed_covid_7_day_sum","inpatient_beds_7_day_sum","total_icu_beds_7_day_sum","total_staffed_adult_icu_beds_7_day_sum","icu_beds_used_7_day_sum","staffed_adult_icu_bed_occupancy_7_day_sum","staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_sum","staffed_icu_adult_patients_confirmed_covid_7_day_sum","total_patients_hospitalized_confirmed_influenza_7_day_sum","icu_patients_confirmed_influenza_7_day_sum","total_patients_hospitalized_confirmed_influenza_and_covid_7_day_sum","total_beds_7_day_coverage","all_adult_hospital_beds_7_day_coverage","all_adult_hospital_inpatient_beds_7_day_coverage","inpatient_beds_used_7_day_coverage","all_adult_hospital_inpatient_bed_occupied_7_day_coverage","inpatient_beds_used_covid_7_day_coverage","total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage","total_adult_patients_hospitalized_confirmed_covid_7_day_coverage","total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage","total_pediatric_patients_hospitalized_confirmed_covid_7_day_coverage","inpatient_beds_7_day_coverage","total_icu_beds_7_day_coverage","total_staffed_adult_icu_beds_7_day_coverage","icu_beds_used_7_day_coverage","staffed_adult_icu_bed_occupancy_7_day_coverage","staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_coverage","staffed_icu_adult_patients_confirmed_covid_7_day_coverage","total_patients_hospitalized_confirmed_influenza_7_day_coverage","icu_patients_confirmed_influenza_7_day_coverage","total_patients_hospitalized_confirmed_influenza_and_covid_7_day_coverage","previous_day_admission_adult_covid_confirmed_7_day_sum","previous_day_admission_adult_covid_confirmed_18.19_7_day_sum","previous_day_admission_adult_covid_confirmed_20.29_7_day_sum","previous_day_admission_adult_covid_confirmed_30.39_7_day_sum","previous_day_admission_adult_covid_confirmed_40.49_7_day_sum","previous_day_admission_adult_covid_confirmed_50.59_7_day_sum","previous_day_admission_adult_covid_confirmed_60.69_7_day_sum","previous_day_admission_adult_covid_confirmed_70.79_7_day_sum","previous_day_admission_adult_covid_confirmed_80._7_day_sum","previous_day_admission_adult_covid_confirmed_unknown_7_day_sum","previous_day_admission_pediatric_covid_confirmed_7_day_sum","previous_day_covid_ED_visits_7_day_sum","previous_day_admission_adult_covid_suspected_7_day_sum","previous_day_admission_adult_covid_suspected_18.19_7_day_sum","previous_day_admission_adult_covid_suspected_20.29_7_day_sum","previous_day_admission_adult_covid_suspected_30.39_7_day_sum","previous_day_admission_adult_covid_suspected_40.49_7_day_sum","previous_day_admission_adult_covid_suspected_50.59_7_day_sum","previous_day_admission_adult_covid_suspected_60.69_7_day_sum","previous_day_admission_adult_covid_suspected_70.79_7_day_sum","previous_day_admission_adult_covid_suspected_80._7_day_sum","previous_day_admission_adult_covid_suspected_unknown_7_day_sum","previous_day_admission_pediatric_covid_suspected_7_day_sum","previous_day_total_ED_visits_7_day_sum","previous_day_admission_influenza_confirmed_7_day_sum","geocoded_hospital_address","hhs_ids","previous_day_admission_adult_covid_confirmed_7_day_coverage","previous_day_admission_pediatric_covid_confirmed_7_day_coverage","previous_day_admission_adult_covid_suspected_7_day_coverage","previous_day_admission_pediatric_covid_suspected_7_day_coverage","previous_week_personnel_covid_vaccinated_doses_administered_7_day","total_personnel_covid_vaccinated_doses_none_7_day","total_personnel_covid_vaccinated_doses_one_7_day","total_personnel_covid_vaccinated_doses_all_7_day","previous_week_patients_covid_vaccinated_doses_one_7_day","previous_week_patients_covid_vaccinated_doses_all_7_day"
"4526","460003","2022/01/07","UT","460003","SALT LAKE REGIONAL MEDICAL CENTER","1050 EAST SOUTH TEMPLE","SALT LAKE CITY",84102,"Short Term",49035,"true",101,93,78,36.4,36.4,5.3,5.3,5.1,0,0,86,20,20,15.7,15.7,5.1,5,0,0,0,707,651,546,255,255,7,37,36,0,0,602,140,140,110,110,36,35,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,0,0,NA,NA,NA,NA,NA,0,0,0,68,NA,0,0,0,0,0,0,NA,0,0,0,213,0,"POINT (-111.861138 40.769349)","[C460003-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"4527","460044","2022/01/07","UT","460044","ALTA VIEW HOSPITAL","9660 SOUTH 1300 EAST","SANDY",84094,"Short Term",49035,"true",90,90,68,32.9,32.9,12.1,12,10.1,NA,0,68,8,8,4.6,4.6,NA,NA,NA,0,0,630,630,476,230,230,7,84,71,NA,0,476,56,56,32,32,17,17,NA,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,19,NA,NA,5,NA,NA,0,4,NA,0,NA,94,0,0,0,0,0,0,0,0,0,0,0,470,0,"POINT (-111.853191 40.57736)","[C460044-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"4528","460049","2022/01/07","UT","460049","THE ORTHOPEDIC SPECIALTY HOSPITAL","5848 SOUTH 300 EAST","MURRAY",84107,"Short Term",49035,"true",40,40,40,6.9,6.9,NA,NA,0,0,0,40,0,0,0,0,0,0,0,0,0,280,280,280,48,48,7,6,0,0,0,280,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","[C460049-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"4529","460047","2022/01/07","UT","460047","ST MARK'S HOSPITAL","1200 EAST 3900 SOUTH","SALT LAKE CITY",84124,"Short Term",49035,"true",359,327,295,196.7,186.4,22.9,22.9,22.3,0,0,327,56,24,28.1,17.9,NA,NA,0,0,0,2513,2289,2065,1377,1305,7,160,156,0,0,2289,392,168,197,125,25,25,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,29,0,NA,6,6,NA,5,5,NA,0,0,168,NA,0,0,0,0,0,NA,NA,0,0,0,911,0,"POINT (-111.857398 40.687062)","[C460047-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"4530","460051","2022/01/07","UT","460051","JORDAN VALLEY MEDICAL CENTER","3580 WEST 9000 SOUTH","WEST JORDAN",84088,"Short Term",49035,"true",331,304,238,124.6,124.3,35.6,35.6,34.6,0,0,265,36,36,26,26,14,13.7,0,0,0,2317,2128,1666,872,870,7,249,242,0,0,1855,252,252,182,182,98,96,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,55,NA,13,9,8,5,7,5,7,0,0,588,6,0,0,NA,0,NA,NA,0,0,0,0,1348,0,"POINT (-111.975355 40.587956)","[C460051-A, C460051-C, C460051-B]",7,7,7,7,NA,NA,NA,NA,NA,NA
"4531","463301","2022/01/07","UT","463301","PRIMARY CHILDREN'S HOSPITAL","100 NORTH MARIO CAPECCHI DRIVE","SALT LAKE CITY",84113,"Childrens Hospitals",49035,"true",317,0,0,192.4,0,19.7,NA,NA,18.7,0,261,96,0,74.7,0,0,0,NA,0,0,2219,0,0,1347,0,7,7,NA,131,0,1827,672,0,523,0,0,0,22,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,NA,NA,0,0,0,0,0,0,0,0,40,234,0,0,0,0,0,0,0,0,0,0,0,920,0,"POINT (-111.84032 40.771298)","[C463301-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"4532","460006","2022/01/07","UT","460006","LDS HOSPITAL","8TH AVENUE AND C STREET","SALT LAKE CITY",84143,"Short Term",49035,"true",277,261,237,125.7,123.4,27.3,27.1,25.3,NA,0,253,32,16,17,14.7,7.7,7.7,NA,0,0,1939,1827,1659,880,864,7,190,177,NA,0,1771,224,112,119,103,54,54,7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,32,NA,9,5,5,0,4,NA,7,0,NA,72,0,0,0,0,0,0,0,0,0,0,0,399,0,"POINT (-111.880576 40.778509)","[C460006-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"4533","460010","2022/01/07","UT","460010","INTERMOUNTAIN MEDICAL CENTER","5121 SOUTH COTTONWOOD STREET","MURRAY",84107,"Short Term",49035,"true",563,515,459,420.9,387,69,69,66.9,0,0,507,151.9,103.9,121.6,87.7,26.7,26.7,6.4,0,NA,3941,3605,3213,2946,2709,7,483,468,0,0,3549,1063,727,851,614,187,187,45,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,68,0,11,13,6,14,9,8,7,0,NA,339,0,0,0,0,0,0,0,0,0,0,0,1661,0,"POINT (-111.894491 40.658731)","[C460010-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"4534","460009","2022/01/07","UT","460009","UNIVERSITY OF UTAH HOSPITALS AND CLINICS","50 NORTH MEDICAL DRIVE","SALT LAKE CITY",84132,"Short Term",49035,"true",679,679,679,488.4,488.4,84.3,83.9,80.7,NA,NA,679,99,99,82.6,82.6,17.6,17.1,0,0,NA,2037,2037,4753,3419,3419,7,587,565,NA,NA,4753,693,693,578,578,123,120,0,0,NA,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,0,87,NA,19,21,15,12,10,4,5,0,NA,240,17,0,4,NA,4,NA,NA,NA,NA,0,0,1399,0,"POINT (-111.837022 40.772019)","[C460009-A]",7,7,7,7,34,536,105,17912,309,344
"4535","462004","2022/01/07","UT","462004","KPC PROMISE HOSPITAL OF SALT LAKE","4252 SOUTH BIRKHILL BOULEVARD","MURRAY",84107,"Long Term",49035,"true",39,38.2,38,28,28,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,234,229,228,168,168,6,0,0,0,0,228,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POINT (-111.892763 40.679754)","[C462004-A]",6,6,6,6,0,36,96,94,0,0
"4536","461310","2022/01/07","UT","461310","BLUE MOUNTAIN HOSPITAL","802 SOUTH 200 WEST","BLANDING",84511,"Critical Access Hospitals",49037,"false",11,11,11,NA,NA,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,11,77,10,10,7,0,0,0,0,77,0,0,0,0,0,0,0,0,0,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,44,0,"POINT (-109.481544 37.614449)","[C461310-A]",7,7,7,7,0,22,0,131,0,0
"4537","461308","2022/01/07","UT","461308","SAN JUAN HOSPITAL","380 WEST 100 NORTH","MONTICELLO",84535,"Critical Access Hospitals",49037,"false",25,25,24.7,4.9,4.6,NA,NA,NA,0,0,25,NA,NA,0,0,0,0,0,0,0,50,50,173,34,32,7,NA,NA,0,0,175,14,14,0,0,0,0,0,0,0,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,40,0,"POINT (-109.350062 37.873875)","[C461308-A]",7,7,7,7,0,23,6,99,0,0
"4538","461303","2022/01/07","UT","461303","SANPETE VALLEY HOSPITAL - CAH","1100 SOUTH MEDICAL DRIVE","MOUNT PLEASANT",84647,"Critical Access Hospitals",49039,"false",22,22,17,NA,NA,NA,NA,NA,0,0,17,0,0,0,0,0,0,0,0,0,154,154,119,22,22,7,NA,NA,0,0,119,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,NA,0,0,0,0,NA,0,0,NA,0,0,13,0,0,0,0,0,0,0,0,0,0,0,99,0,"POINT (-111.461207 39.531777)","[C461303-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"4539","461306","2022/01/07","UT","461306","GUNNISON VALLEY HOSPITAL","64 EAST 100 NORTH","GUNNISON",84634,"Critical Access Hospitals",49039,"false",25,25,25,7.7,7.7,NA,NA,NA,0,0,25,0,0,0,0,0,0,0,0,0,125,125,175,54,54,7,7,7,0,0,175,0,0,0,0,0,0,0,0,0,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,NA,0,0,0,0,0,NA,0,0,0,0,22,NA,0,0,0,0,0,NA,0,0,0,0,65,0,"POINT (-111.815854 39.15665)","[C461306-A]",7,7,7,7,0,24,171,168,0,0
"4540","460026","2022/01/07","UT","460026","SEVIER VALLEY HOSPITAL","1000 NORTH MAIN STREET","RICHFIELD",84701,"Short Term",49041,"false",42,42,33,5,5,NA,NA,NA,0,0,33,0,0,0,0,0,0,NA,0,0,294,294,231,35,35,7,9,9,0,0,231,0,0,0,0,0,0,6,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,0,0,0,NA,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,149,0,"POINT (-112.084754 38.782601)","[C460026-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"4541","460057","2022/01/07","UT","460057","PARK CITY HOSPITAL","900 ROUND VALLEY DRIVE","PARK CITY",84060,"Short Term",49043,"true",50,50,35,16.1,16.1,4.9,4.6,NA,NA,0,35,4,4,NA,NA,NA,NA,NA,0,0,350,350,245,113,113,7,32,25,NA,0,245,28,28,24,24,10,10,11,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,12,0,NA,0,NA,NA,4,NA,0,0,NA,64,0,0,0,0,0,0,0,0,0,0,0,290,0,"POINT (-111.468963 40.687689)","[C460057-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"4542","460014","2022/01/07","UT","460014","MOUNTAIN WEST MEDICAL CENTER","2055 NORTH MAIN STREET","TOOELE",84074,"Short Term",49045,"true",36.4,36.4,28,15,15,NA,NA,NA,0,0,28,4,4,NA,NA,NA,NA,NA,0,0,255,255,196,105,105,7,22,22,0,0,196,28,28,24,24,14,14,NA,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,NA,0,NA,0,0,NA,0,0,98,0,0,0,0,0,0,0,0,0,0,0,397,NA,"","[C460014-A]",7,7,7,7,0,105,451,442,0,0
"4543","460030","2022/01/07","UT","460030","ASHLEY REGIONAL MEDICAL CENTER","150 WEST 100 NORTH","VERNAL",84078,"Short Term",49047,"true",38,31,22.7,15,12.9,NA,NA,NA,0,0,31,8,7.9,NA,NA,0,0,0,0,0,38,31,159,105,90,7,26,26,0,0,217,56,55,10,9,0,0,0,0,0,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,6,0,0,NA,NA,0,NA,NA,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,206,0,"POINT (-109.531564 40.457124)","[C460030-A]",7,7,7,7,0,85,18,183,0,0
"4544","462005","2022/01/07","UT","462005","UTAH VALLEY SPECIALTY HOSPITAL","306 WEST RIVER BEND LANE","PROVO",84604,"Long Term",49049,"true",26.1,26.1,40,23,23,NA,NA,NA,0,0,40,0,0,0,0,0,0,0,0,0,183,183,280,161,161,7,NA,NA,0,0,280,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POINT (-111.662936 40.3049)","[C462005-A]",7,7,7,7,0,0,0,0,0,0
"4545","460013","2022/01/07","UT","460013","MOUNTAIN VIEW HOSPITAL","1000 EAST 100 NORTH","PAYSON",84651,"Short Term",49049,"true",136,127,112,39.3,38.4,9.4,9.4,9.3,0,0,121,15,12,9.9,9.3,5,5,0,0,0,952,889,784,275,269,7,66,65,0,0,847,105,84,69,65,35,35,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,0,0,0,0,0,0,NA,NA,0,NA,31,NA,0,0,0,0,0,0,NA,0,0,0,201,0,"POINT (-111.715049 40.044665)","[C460013-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"4546","460052","2022/01/07","UT","460052","TIMPANOGOS REGIONAL HOSPITAL","750 WEST 800 NORTH","OREM",84057,"Short Term",49049,"true",160,124,108,57,50.7,9.6,9.4,9.1,NA,0,144,42,18,8.3,7.9,5.4,5.4,0,0,0,1120,868,756,399,355,7,66,64,NA,0,1008,294,126,58,55,38,38,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,13,0,NA,0,NA,NA,NA,NA,NA,0,NA,41,NA,0,0,0,NA,0,0,0,0,0,NA,530,0,"POINT (-111.714464 40.312064)","[C460052-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"4547","460043","2022/01/07","UT","460043","OREM COMMUNITY HOSPITAL","331 NORTH 400 WEST","OREM",84057,"Short Term",49049,"true",33,33,26,NA,NA,NA,NA,0,0,0,26,0,0,0,0,0,0,0,0,0,231,231,182,27,27,7,NA,0,0,0,182,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,0,NA,NA,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,135,0,"POINT (-111.705407 40.303343)","[C460043-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"4548","460023","2022/01/07","UT","460023","AMERICAN FORK HOSPITAL","170 NORTH 1100 EAST","AMERICAN FORK",84003,"Short Term",49049,"true",99,89,68,53.9,44.4,13.4,13.1,12.6,NA,0,78,18,8,16.9,7.4,NA,NA,NA,0,0,693,623,476,377,311,7,92,88,NA,0,546,126,56,118,52,25,25,5,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,33,0,12,9,4,NA,NA,NA,NA,0,NA,156,0,0,0,0,0,0,0,0,0,0,0,687,0,"POINT (-111.769096 40.380313)","[C460023-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"4549","460062","2022/01/07","UT","460062","SPANISH FORK HOSPITAL","765 EAST MARKET PLACE DRIVE","SPANISH FORK",84660,"Short Term",49049,"true",28,28,28,13.7,13.7,NA,NA,NA,0,0,28,0,0,0,0,0,0,NA,0,0,196,196,196,96,96,7,22,21,0,0,196,0,0,0,0,0,0,4,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,0,NA,NA,NA,NA,NA,NA,NA,0,0,59,0,0,0,0,0,0,0,0,0,0,0,341,0,"POINT (-111.641066 40.133038)","[C460062-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"4550","460001","2022/01/07","UT","460001","UTAH VALLEY HOSPITAL","1034 NORTH 500 WEST","PROVO",84604,"Short Term",49049,"true",427,351,285,295.6,240.6,59.1,57.7,54.3,NA,0,361,100.3,45.3,91.9,45.3,18.9,18.9,4.6,0,NA,2989,2457,1995,2069,1684,7,404,380,10,0,2527,702,317,643,317,132,132,32,0,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,58,NA,14,9,NA,7,8,7,9,0,8,193,0,0,0,0,0,0,0,0,0,0,0,923,0,"POINT (-111.667383 40.248338)","[C460001-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"4551","461307","2022/01/07","UT","461307","HEBER VALLEY HOSPITAL","454 EAST MEDICAL WAY","HEBER CITY",84032,"Critical Access Hospitals",49051,"true",23,23,14,7.7,7.7,NA,NA,NA,0,0,14,0,0,0,0,0,0,0,0,0,161,161,98,54,54,7,16,16,0,0,98,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,0,NA,0,0,0,0,NA,NA,0,0,22,0,0,0,0,0,0,0,0,0,0,0,117,0,"","[C461307-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"4552","460021","2022/01/07","UT","460021","ST GEORGE REGIONAL HOSPITAL","1380 EAST MEDICAL CENTER DRIVE","ST GEORGE",84790,"Short Term",49053,"true",338,308,254,223.9,210.3,72.4,72.3,69.7,NA,0,284,56,32,40.7,29.4,28,28,NA,0,0,2366,2156,1778,1567,1472,7,506,488,NA,0,1988,392,224,285,206,196,196,6,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,80,NA,15,6,6,NA,19,19,13,0,NA,249,0,0,0,0,0,0,0,0,0,0,0,1323,0,"POINT (-113.55333 37.09985)","[C460021-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"4553","460004","2022/01/07","UT","460004","MCKAY DEE HOSPITAL","4401 HARRISON BOULEVARD","OGDEN",84403,"Short Term",49057,"true",339,276,239,226.7,192,43.9,40.3,31.7,NA,0,302,48,16,25.4,13.3,6.4,6.4,NA,0,0,2373,1932,1673,1587,1344,7,282,222,25,0,2114,336,112,178,93,45,45,7,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,60,NA,17,11,5,8,5,11,NA,0,10,183,0,0,0,0,0,0,0,0,0,0,0,1106,0,"POINT (-111.949121 41.182638)","[C460004-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"4554","460005","2022/01/07","UT","460005","OGDEN REGIONAL MEDICAL CENTER","5475 SOUTH 500 EAST","OGDEN",84405,"Short Term",49057,"true",235,212,195,138.9,118.7,17.1,17,16,NA,NA,218,31.3,14,28.4,10.6,5.3,5.3,0,0,0,1645,1484,1365,972,831,7,119,112,NA,NA,1526,219,98,199,74,37,37,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,26,0,NA,NA,7,NA,7,4,NA,0,NA,88,6,0,0,0,0,NA,5,0,0,0,0,665,0,"POINT (-111.968622 41.163399)","[C460005-A]",7,7,7,7,NA,NA,NA,NA,NA,NA
"4555","471307","2022/01/07","VT","471307","PORTER HOSPITAL, INC","115 PORTER DRIVE","MIDDLEBURY",5753,"Critical Access Hospitals",50001,"false",50,50,40,17,17,NA,NA,NA,0,0,40,0,0,0,0,0,0,0,0,0,350,350,280,119,119,7,13,12,0,0,280,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,"POINT (-73.16958 43.999396)","[C471307-A]",7,7,7,7,0,57,NA,744,0,0
"4556","470012","2022/01/07","VT","470012","SOUTHWESTERN VERMONT MEDICAL CENTER","100 HOSPITAL DRIVE","BENNINGTON",5201,"Short Term",50003,"true",106,100,100,47.3,44.9,11.4,11.4,11.4,0,0,106,10,10,6.7,6.7,NA,NA,0,0,0,742,700,700,331,314,7,80,80,0,0,742,70,70,47,47,21,21,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,16,0,NA,NA,NA,0,NA,4,NA,0,0,26,0,0,0,0,0,0,0,0,0,0,0,444,0,"POINT (-73.206861 42.873275)","[C470012-A]",7,7,7,7,101,34,42,1281,15,69
"4557","471303","2022/01/07","VT","471303","NORTHEASTERN VERMONT REGIONAL HOSPITAL","1315 HOSPITAL DRIVE","SAINT JOHNSBURY",5819,"Critical Access Hospitals",50005,"false",25,25,25,18.3,16.4,5.9,5.9,5.4,0,0,25,4,4,NA,NA,NA,NA,0,0,0,175,175,175,128,115,7,41,38,0,0,175,28,28,24,24,21,20,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,"POINT (-72.009665 44.445266)","[C471303-A]",7,7,7,7,0,30,7,654,0,0
"4558","470003","2022/01/07","VT","470003","UNIVERSITY OF VERMONT MEDICAL CENTER","111 COLCHESTER AVE","BURLINGTON",5401,"Short Term",50007,"true",512.7,426.7,426.7,422.7,379.1,32.3,31.6,31.3,NA,NA,512.7,75,42,53.7,35.4,NA,NA,NA,NA,0,3589,2987,2987,2959,2654,7,221,219,5,5,3589,525,294,376,248,27,27,9,8,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,35,NA,NA,8,6,6,5,4,NA,0,NA,204,52,0,NA,5,NA,7,12,10,12,0,NA,1095,NA,"POINT (-73.19633 44.480715)","[C470003-A]",7,7,7,7,6,870,8561,8533,NA,NA
"4559","470024","2022/01/07","VT","470024","NORTHWESTERN MEDICAL CENTER INC","133 FAIRFIELD STREET","SAINT ALBANS",5478,"Short Term",50011,"true",70,70,45,38.4,36,6,6,6,0,0,45,10.4,10.4,8.6,8.6,NA,NA,0,0,0,490,490,315,269,252,7,42,42,0,0,315,73,73,60,60,16,16,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,10,0,NA,NA,NA,0,NA,NA,NA,0,0,72,0,0,0,0,0,0,0,0,0,0,0,464,0,"POINT (-73.073296 44.806748)","[C470024-A]",7,7,7,7,0,35,0,699,0,0
"4560","471305","2022/01/07","VT","471305","COPLEY HOSPITAL","528 WASHINGTON HIGHWAY","MORRISVILLE",5661,"Critical Access Hospitals",50015,"false",32,32,32,15.9,15.9,NA,NA,NA,0,0,32,0,0,0,0,0,0,0,0,0,224,224,224,111,111,7,6,5,0,0,224,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,"POINT (-72.591276 44.554188)","[C471305-A]",7,7,7,7,0,56,6,453,0,0
"4561","471301","2022/01/07","VT","471301","GIFFORD MEDICAL CENTER","44 SOUTH MAIN STREET","RANDOLPH",5060,"Critical Access Hospitals",50017,"true",56,56,25,12.6,12.6,NA,NA,NA,0,0,25,0,0,0,0,0,0,0,0,0,392,392,175,88,88,7,9,9,0,0,175,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,NA,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,"POINT (-72.665992 43.916782)","[C471301-A]",7,7,7,7,760,63,0,566,4501,2509
